year	site	block	clone	leaf	position	metacol	metarow	population	circularity	indent_depth	area
2011	Ekebo	4	44	5	410	15	6	Brunsberg	0.973368227	0.716983874	1094.887548
2011	Ekebo	1	45	5.5	73	1	10	Brunsberg	0.965899941	0.572660705	1500.234314
2011	Ekebo	2	45	5.5	210	2	27	Brunsberg	0.979553414	0.668805038	1635.073629
2011	Ekebo	3	45	5.5	331	11	17	Brunsberg	0.952933275	0.68784215	1233.622004
2011	Ekebo	4	45	5	385	14	3	Brunsberg	0.952979165	0.753162352	1419.955334
2011	Ekebo	1	46	5.5	15	7	2	Brunsberg	0.857949114	0.583262453	1630.069192
2011	Ekebo	2	46	5.5	157	5	20	Brunsberg	0.873271605	0.651697948	1845.508931
2011	Ekebo	3	46	5	341	11	19	Brunsberg	0.919185279	0.748966428	1199.426071
2011	Ekebo	4	46	5	497	14	17	Brunsberg	0.927734877	0.73194224	1226.276071
2011	Ekebo	1	47	5.5	89	1	12	Brunsberg	0.952969344	0.821892938	1078.301686
2011	Ekebo	1	47	5.5	114	2	15	Brunsberg	0.825504333	0.791775974	1312.366248
2011	Ekebo	1	47	5.5	119	7	15	Brunsberg	0.997830644	0.750157011	1657.76377
2011	Ekebo	2	47	5.5	139	3	18	Brunsberg	0.98470217	0.797775586	1240.088695
2011	Ekebo	3	47	5.5	309	9	13	Brunsberg	0.965723769	0.763730631	1519.130159
2011	Ekebo	4	47	5.5	369	14	1	Brunsberg	0.963926436	0.79604168	1395.988872
2011	Ekebo	4	47	5.5	475	16	14	Brunsberg	0.975062625	0.910339702	1537.118399
2011	Ekebo	4	47	5.5	481	14	15	Brunsberg	0.950516636	0.887610344	1449.496637
2011	Ekebo	1	48	5	18	2	3	Brunsberg	0.883297564	0.582996226	2155.928969
2011	Ekebo	2	48	5.5	214	6	27	Brunsberg	0.890685421	0.6580224	1713.928172
2011	Ekebo	3	48	5.5	261	11	3	Brunsberg	0.902454512	0.609442138	1672.717203
2011	Ekebo	4	48	5.5	432	21	8	Brunsberg	0.85540139	0.630737642	1591.855213
2011	Ekebo	2	49	5.5	182	6	23	Brunsberg	0.936164262	0.757983372	804.6459779
2011	Ekebo	3	49	5	271	11	5	Brunsberg	0.959751926	0.718909585	1003.150047
2011	Ekebo	4	49	5.5	455	20	11	Brunsberg	0.911085187	0.643459165	866.6215772
2011	Ekebo	1	50	6	86	6	11	Brunsberg	0.862098548	1.148800514	1308.137058
2011	Ekebo	2	50	5.5	152	8	19	Brunsberg	0.976430952	0.620057929	1345.979171
2011	Ekebo	3	50	5.5	305	10	12	Brunsberg	0.978475959	0.688510875	1521.244754
2011	Ekebo	4	50	5.5	496	21	16	Brunsberg	0.821257641	1.142202071	1387.142869
2011	Ekebo	1	51	4.5	8	8	1	Uppsala	0.970934312	0.73194224	1169.607444
2011	Ekebo	2	51	5.5	230	6	29	Uppsala	0.967688808	0.805637907	1299.177604
2011	Ekebo	3	51	5.5	259	9	3	Uppsala	0.987750762	0.758042443	1137.529256
2011	Ekebo	4	51	5.5	439	20	9	Uppsala	0.975277838	0.704479082	1218.926986
2011	Ekebo	1	52	5.5	105	1	14	Uppsala	0.8572041	0.769413263	1601.296832
2011	Ekebo	2	52	5	153	1	20	Uppsala	0.852338938	0.887610344	1603.776991
2011	Ekebo	3	52	5.5	285	10	8	Uppsala	0.895959658	0.75106439	1656.547326
2011	Ekebo	4	52	5.5	423	20	7	Uppsala	0.926272195	0.768451344	1643.680125
2011	Ekebo	2	53	5.5	185	1	24	Uppsala	1.001664092	0.62234165	980.8821947
2011	Ekebo	3	53	5.5	287	12	8	Uppsala	1.00635707	0.715953731	1108.94283
2011	Ekebo	4	53	5.5	442	15	10	Uppsala	0.993499579	0.728185696	989.2050645
2011	Ekebo	1	54	5.5	82	2	11	Uppsala	0.905317351	0.839087724	1371.12426
2011	Ekebo	2	54	5.5	180	4	23	Uppsala	0.924401808	0.722309891	1111.243359
2011	Ekebo	3	54	5.5	267	12	4	Uppsala	0.890102875	0.940913718	1548.296444
2011	Ekebo	4	54	5.5	460	17	12	Uppsala	0.917705046	0.738717539	1314.506055
2011	Ekebo	1	55	5.5	9	1	2	Uppsala	1.014106261	0.412240585	1023.813833
2011	Ekebo	1	55	5.5	68	4	9	Uppsala	1.024279381	0.482912236	1261.37961
2011	Ekebo	1	55	5.5	124	4	16	Uppsala	1.003859898	0.508345843	1281.167304
2011	Ekebo	2	55	5.5	219	3	28	Uppsala	1.037504663	0.430411344	1044.669854
2011	Ekebo	3	55	5.5	281	11	7	Uppsala	1.025444443	0.495325729	1337.36322
2011	Ekebo	4	55	5.5	398	19	4	Uppsala	1.001707423	0.505227039	1184.942198
2011	Ekebo	4	55	5.5	403	16	5	Uppsala	1.016948481	0.453972907	1278.208132
2011	Ekebo	4	55	5.5	429	18	8	Uppsala	1.018667268	0.487711236	1159.229855
2011	Ekebo	1	56	5.5	24	8	3	Uppsala	0.882787979	0.839561776	1557.690794
2011	Ekebo	1	56	5.5	36	4	5	Uppsala	0.818924851	1.015053609	1583.923118
2011	Ekebo	1	56	5.5	113	1	15	Uppsala	0.83281397	1.032552692	1673.546024
2011	Ekebo	2	56	5.5	246	6	31	Uppsala	0.866252695	0.888324711	1987.823386
2011	Ekebo	3	56	5	301	11	11	Uppsala	0.868378619	0.955985597	1803.702345
2011	Ekebo	4	56	5	424	21	7	Uppsala	0.845492397	0.882252338	1617.447801
2011	Ekebo	4	56	5.5	453	18	11	Uppsala	0.883781313	0.792780999	1665.245214
2011	Ekebo	4	56	5.5	469	18	13	Uppsala	0.889509269	0.839863384	1544.782624
2011	Ekebo	1	57	5	61	5	8	Uppsala	0.912308256	0.84393028	1045.826421
2011	Ekebo	2	57	5.5	200	8	25	Uppsala	0.892808927	0.859316011	1343.49271
2011	Ekebo	3	57	5	291	11	9	Uppsala	0.902601089	0.77991768400000006	1001.019695
2011	Ekebo	4	57	5.5	391	20	3	Uppsala	0.904711497	0.784590661	1180.864275
2011	Ekebo	4	57	5.5	401	14	5	Uppsala	0.901147854	0.820491607	1320.635544
2011	Ekebo	4	57	5.5	422	19	7	Uppsala	0.904581518	0.667647498	770.8187591
2011	Ekebo	1	58	5.5	70	6	9	Uppsala	0.973908091	0.736438327	1279.311125
2011	Ekebo	2	58	5.5	248	8	31	Uppsala	0.92391626	0.909543591	1286.244223
2011	Ekebo	3	58	5.5	343	13	19	Uppsala	0.994336947	0.691718714	1198.168659
2011	Ekebo	4	58	5	471	20	13	Uppsala	1.006141162	0.640064921	1275.601917
2011	Ekebo	1	59	5.5	72	8	9	Uppsala	0.881922638	0.840944008	1440.858626
2011	Ekebo	2	59	5.5	196	4	25	Uppsala	0.847997145	0.925841838	1599.740037
2011	Ekebo	3	59	5.5	335	10	18	Uppsala	0.860923475	0.873173774	1591.707096
2011	Ekebo	4	59	5.5	412	17	6	Uppsala	0.907858814	0.78526767	1340.722622
2011	Ekebo	2	60	5.5	159	7	20	Uppsala	0.867668533	1.076057875	1674.050249
2011	Ekebo	3	60	5.5	269	9	5	Uppsala	0.865812534	0.911120628	1123.410947
2011	Ekebo	4	60	5.5	501	18	17	Uppsala	0.880575218	0.892904429	1456.108292
2011	Ekebo	1	61	5.5	32	8	4	Alvdalen	0.873426306	0.871334928	950.9406627
2011	Ekebo	2	61	5.5	192	8	24	Alvdalen	0.867966063	0.850005135	977.8316311
2011	Ekebo	3	61	5.5	336	11	18	Alvdalen	0.866061657	0.915515165	1015.916403
2011	Ekebo	4	61	5	500	17	17	Alvdalen	0.814430363	0.73194224	1283.486741
2011	Ekebo	1	62	5.5	99	3	13	Alvdalen	0.966633914	0.651018012	1065.998587
2011	Ekebo	2	62	2.5	236	4	30	Alvdalen	0.970400485	0.518896623	795.4186538
2011	Ekebo	3	62	5.5	270	10	5	Alvdalen	0.974299966	0.599866726	860.9175278
2011	Ekebo	4	62	4.5	441	14	10	Alvdalen	1.01364149	0.643459165	983.9138496
2011	Ekebo	4	63	4.5	374	19	1	Alvdalen	0.891503289	0.775365221	1117.439027
2011	Ekebo	1	64	5.5	1	1	1	Alvdalen	0.813338929	0.789585248	1005.727899
2011	Ekebo	2	64	5.5	197	5	25	Alvdalen	0.851132678	0.703919112	898.6587959
2011	Ekebo	3	64	5.5	292	12	9	Alvdalen	0.794234707	0.725425913	1126.118007
2011	Ekebo	4	64	4.5	443	16	10	Alvdalen	0.818067677	0.734149676	1156.024873
2011	Ekebo	1	65	5.5	92	4	12	Alvdalen	0.897095938	0.866021707	1646.614087
2011	Ekebo	2	65	5.5	149	5	19	Alvdalen	0.870206091	0.73896909	1358.209788
2011	Ekebo	2	65	5.5	231	7	29	Alvdalen	0.857029376	0.854141432	1304.913167
2011	Ekebo	3	65	5.5	282	12	7	Alvdalen	0.885198053	0.767445065	1237.800772
2011	Ekebo	3	65	5.5	294	9	10	Alvdalen	0.88132253	0.796387316	1293.517674
2011	Ekebo	4	65	5.5	454	19	11	Alvdalen	0.856060248	0.774657613	1255.543202
2011	Ekebo	1	66	5.5	19	3	3	Alvdalen	1.014601189	0.588554925	1307.185333
2011	Ekebo	2	66	5.5	193	1	25	Alvdalen	0.986125112	0.551119117	983.4726525
2011	Ekebo	3	66	5.5	290	10	9	Alvdalen	1.030438134	0.508345843	1257.01491
2011	Ekebo	4	66	5	468	17	13	Alvdalen	0.996503592	0.666489957	1456.366707
2011	Ekebo	1	67	5	10	2	2	Alvdalen	0.989773222	0.748966428	1237.318606
2011	Ekebo	2	67	5.5	142	6	18	Alvdalen	0.99510231	0.736198287	1288.119311
2011	Ekebo	3	67	5.5	262	12	3	Alvdalen	0.977943143	0.680625953	1278.460244
2011	Ekebo	4	67	5	436	17	9	Alvdalen	0.993244183	0.673648886	1420.755791
2011	Ekebo	1	68	5.5	101	5	13	Alvdalen	0.960852619	0.734990843	1547.565318
2011	Ekebo	2	68	4.5	186	2	24	Alvdalen	0.987851702	0.69585029	1316.529259
2011	Ekebo	2	68	5.5	229	5	29	Alvdalen	0.994145663	0.6580224	1248.058607
2011	Ekebo	3	68	5	264	9	4	Alvdalen	0.960749784	0.876894333	1665.046675
2011	Ekebo	4	68	5.5	482	15	15	Alvdalen	0.986046735	0.723227392	1543.862413
2011	Ekebo	4	68	5.5	498	15	17	Alvdalen	1.023445167	0.707441637	1488.287324
2011	Ekebo	1	69	5	16	8	2	Alvdalen	0.967469033	0.678310872	1494.927342
2011	Ekebo	2	69	5.5	167	7	21	Alvdalen	0.966438545	0.633712456	1334.054242
2011	Ekebo	3	69	5.5	268	13	4	Alvdalen	0.934332592	0.661502978	1478.735405
2011	Ekebo	4	69	5.5	450	15	11	Alvdalen	0.953351931	0.692868299	1755.476341
2011	Ekebo	1	70	5.5	3	3	1	Alvdalen	0.936036053	0.583826134	1042.964942
2011	Ekebo	2	70	5.5	199	7	25	Alvdalen	0.891313913	0.673753279	1026.02297
2011	Ekebo	3	70	5.5	306	11	12	Alvdalen	0.913970289	0.644415804	1024.535505
2011	Ekebo	4	70	4.5	477	18	14	Alvdalen	0.948003962	0.606278196	1075.437055
2011	Ekebo	1	71	5	42	2	6	Delsbo	1.092738978	0.508345843	1154.121422
2011	Ekebo	2	71	5	218	2	28	Delsbo	1.067638837	0.494451914	1191.45931
2011	Ekebo	3	71	5.5	356	11	22	Delsbo	1.07644539	0.540418657	1373.361759
2011	Ekebo	4	71	5.5	409	14	6	Delsbo	1.054481964	0.604618379	1482.70618
2011	Ekebo	1	72	5.5	37	5	5	Delsbo	0.965552973	0.949972941	1673.479844
2011	Ekebo	2	72	5	163	3	21	Delsbo	0.923584216	1.078935394	1801.370303
2011	Ekebo	3	72	5.5	278	13	6	Delsbo	0.973289765	0.930708411	1783.30643
2011	Ekebo	4	72	5.5	486	19	15	Delsbo	0.961450448	0.795882646	1569.306885
2011	Ekebo	1	73	5	65	1	9	Delsbo	0.931597075	0.635122261	956.8243423
2011	Ekebo	2	73	5.5	238	6	30	Delsbo	0.901490315	0.740454334	854.0821228
2011	Ekebo	3	73	5.5	338	13	18	Delsbo	0.886701428	0.843798044	1225.529187
2011	Ekebo	4	73	5.5	377	14	2	Delsbo	0.97473882	0.601816167	1065.869379
2011	Ekebo	1	74	5.5	46	6	6	Delsbo	1.033007622	0.570541882	1197.346141
2011	Ekebo	2	74	3.5	160	8	20	Delsbo	1.002578499	0.556951455	1243.309434
2011	Ekebo	3	74	5.5	324	9	16	Delsbo	1.021098118	0.57249147	1695.977749
2011	Ekebo	1	76	5.5	17	1	3	Delsbo	0.887648158	0.696411708	1445.711795
2011	Ekebo	2	76	5.5	138	2	18	Delsbo	0.951412196	0.680625953	1587.862378
2011	Ekebo	3	76	5.5	266	11	4	Delsbo	0.877398812	0.805694607	1393.552834
2011	Ekebo	4	76	4.5	427	16	8	Delsbo	0.859160089	0.81405338	1359.249752
2011	Ekebo	1	77	5.5	71	7	9	Delsbo	0.859653423	0.944056896	1522.445441
2011	Ekebo	2	77	5.5	177	1	23	Delsbo	0.888984754	0.808552255	1460.164155
2011	Ekebo	3	77	5.5	326	11	16	Delsbo	0.931751124	0.924863555	1825.387187
2011	Ekebo	4	77	5	395	16	4	Delsbo	0.857805498	0.913909552	1574.840758
2011	Ekebo	2	78	5.5	241	1	31	Delsbo	0.843453953	0.874283019	1254.323607
2011	Ekebo	4	78	5.5	392	21	3	Delsbo	0.850121235	0.927092056	1284.816635
2011	Ekebo	1	79	5	97	1	13	Delsbo	0.968320009	0.57249147	1358.143608
2011	Ekebo	2	79	5.5	174	6	22	Delsbo	1.04750764	0.609308175	1589.318329
2011	Ekebo	3	79	5.5	310	10	13	Delsbo	1.051732109	0.635778706	1330.62866
2011	Ekebo	4	79	5	459	16	12	Delsbo	1.049531776	0.577969982	1155.993359
2011	Ekebo	1	80	3	55	7	7	Delsbo	0.98864195	0.640064921	734.8769453
2011	Ekebo	2	80	4.5	156	4	20	Delsbo	0.996973387	0.512538221	649.5588634
2011	Ekebo	4	80	3.5	397	18	4	Delsbo	1.047151528	0.423025336	684.9933004
2011	Ekebo	1	81	5	28	4	4	Dorotea	0.927738525	0.661502978	812.5969814
2011	Ekebo	2	81	5	172	4	22	Dorotea	0.965315778	0.604618379	892.6301514
2011	Ekebo	2	81	4	211	3	27	Dorotea	0.863716174	0.73194224	834.2849747
2011	Ekebo	3	81	5.5	276	11	6	Dorotea	0.959325733	0.642565516	685.0248145
2011	Ekebo	3	81	5.5	298	13	10	Dorotea	0.94470317	0.664905177	917.8288137
2011	Ekebo	1	82	5	26	2	4	Dorotea	0.804158441	0.905188492	1535.227553
2011	Ekebo	2	82	5	165	5	21	Dorotea	0.82887772	0.793902826	1365.089312
2011	Ekebo	4	82	5.5	473	14	14	Dorotea	0.857333799	0.837207491	1325.252358
2011	Ekebo	1	83	5	51	3	7	Dorotea	0.951879794	0.462920919	691.9925786
2011	Ekebo	2	83	3.5	170	2	22	Dorotea	0.98515558	0.490581135	1015.610716
2011	Ekebo	4	83	5.5	413	18	6	Dorotea	0.793469725	0.840625977	1519.82662
2011	Ekebo	1	84	4.5	83	3	11	Dorotea	0.82860579	0.723097562	991.5560155
2011	Ekebo	2	84	4	225	1	29	Dorotea	0.741924383	0.840756585	1395.538221
2011	Ekebo	3	84	5.5	286	11	8	Dorotea	0.871033635	0.729527352	1189.013817
2011	Ekebo	1	85	5	74	2	10	Dorotea	0.910327616	0.682941034	1368.480227
2011	Ekebo	2	85	5.5	154	2	20	Dorotea	0.935382095	0.710088275	1229.572444
2011	Ekebo	3	85	5.5	302	12	11	Dorotea	0.899370786	0.772424537	1406.552394
2011	Ekebo	4	85	5.5	418	15	7	Dorotea	0.901735041	0.753162352	1328.72521
2011	Ekebo	1	86	5.5	30	6	4	Dorotea	0.949246448	0.74263982	1321.820474
2011	Ekebo	2	86	4.5	161	1	21	Dorotea	0.86661659	0.783330723	1434.618838
2011	Ekebo	3	86	5.5	274	9	6	Dorotea	0.918319436	0.605448287	1105.788271
2011	Ekebo	4	86	5	488	21	15	Dorotea	0.943873396	0.640064921	993.6390963
2011	Ekebo	1	87	5.5	108	4	14	Dorotea	0.993193081	0.534933029	1435.89831
2011	Ekebo	2	87	5.5	181	5	23	Dorotea	1.015601931	0.564153422	1586.053469
2011	Ekebo	3	87	5.5	250	10	1	Dorotea	1.012569316	0.564153422	1297.579839
2011	Ekebo	4	87	5	452	17	11	Dorotea	1.056693692	0.47872255	1182.257197
2011	Ekebo	1	88	5.5	23	7	3	Dorotea	0.877294236	0.835287893	1265.514258
2011	Ekebo	2	88	5.5	147	3	19	Dorotea	0.813657035	1.090565094	1839.581131
2011	Ekebo	3	88	5	280	10	7	Dorotea	0.855767536	0.955985597	1171.870155
2011	Ekebo	4	88	5.5	484	17	15	Dorotea	0.868554486	0.867889665	1225.7813
2011	Ekebo	1	89	5	60	4	8	Dorotea	1.02063682	0.520456025	1257.386775
2011	Ekebo	2	89	4.5	222	6	28	Dorotea	1.060740951	0.423025336	857.0066299
2011	Ekebo	3	89	5	330	10	17	Dorotea	1.081977111	0.452648628	972.2347298
2011	Ekebo	4	89	5	408	21	5	Dorotea	1.0762428	0.412240585	799.6320869
2011	Ekebo	1	90	5	106	2	14	Dorotea	1.0117793	0.73194224	1289.398783
2011	Ekebo	2	90	5.5	234	2	30	Dorotea	0.778521199	0.802740096	1018.292565
2011	Ekebo	3	90	5.5	352	12	21	Dorotea	0.817937208	0.638714204	895.3687254
2011	Ekebo	4	90	5	445	18	10	Dorotea	0.84423948	0.710088275	1233.278501
2011	Ekebo	1	91	5.5	21	5	3	Umea	0.815781089	0.842609483	1440.660088
2011	Ekebo	2	91	4.5	209	1	27	Umea	0.847238475	0.808058384	1334.530104
2011	Ekebo	3	91	5.5	350	10	21	Umea	0.831095379	0.940279993	2021.871204
2011	Ekebo	4	91	5.5	470	19	13	Umea	0.813971722	0.793770756	1498.787817
2011	Ekebo	1	92	5.5	14	6	2	Umea	0.986066218	0.514400934	881.1369647
2011	Ekebo	2	92	5.5	144	8	18	Umea	0.981177236	0.59795628	1233.322621
2011	Ekebo	3	92	5.5	258	13	2	Umea	0.981730867	0.632043529	1157.868447
2011	Ekebo	4	92	5.5	425	14	8	Umea	0.986852443	0.604306427	1228.523026
2011	Ekebo	1	93	5.5	81	1	11	Umea	0.874985414	0.62234165	1315.801284
2011	Ekebo	2	93	5	206	6	26	Umea	0.868841647	0.710088275	1004.385399
2011	Ekebo	3	93	5.5	348	13	20	Umea	0.881276978	0.675076598	913.2088488
2011	Ekebo	4	93	5.5	493	18	16	Umea	0.893509367	0.547317312	673.780589
2011	Ekebo	2	94	5.5	183	7	23	Umea	0.789886707	0.787263777	1445.270598
2011	Ekebo	3	94	5.5	254	9	2	Umea	0.816785434	0.78793626	1239.997304
2011	Ekebo	4	94	5	386	15	3	Umea	0.803163357	0.889240801	1306.050825
2011	Ekebo	1	95	5	69	5	9	Umea	0.976243365	0.73194224	1309.52998
2011	Ekebo	2	95	5	204	4	26	Umea	0.93680826	0.742552296	1467.062588
2011	Ekebo	3	95	5.5	360	10	23	Umea	0.93664171	0.785923701	1392.80595
2011	Ekebo	4	95	5.5	388	17	3	Umea	0.934704851	0.821157956	1611.551516
2011	Ekebo	1	96	5.5	67	3	9	Umea	0.989962156	0.680625953	1312.583695
2011	Ekebo	2	96	5.5	133	5	17	Umea	0.996404492	0.61987032	987.812142
2011	Ekebo	3	96	5.5	316	11	14	Umea	0.979568359	0.773532589	1376.179119
2011	Ekebo	4	96	5	420	17	7	Umea	1.001949593	0.680625953	1099.90459
2011	Ekebo	1	97	5	12	4	2	Umea	0.923287677	0.682941034	956.7802226
2011	Ekebo	2	97	5	176	8	22	Umea	0.890789432	0.73194224	1035.729308
2011	Ekebo	3	97	5.5	272	12	5	Umea	0.962155247	0.710681482	1054.038992
2011	Ekebo	4	97	5	431	20	8	Umea	0.920150393	0.73194224	1008.167089
2011	Ekebo	1	98	5.5	7	7	1	Umea	1.017218598	0.571081749	1127.239908
2011	Ekebo	2	98	5.5	195	3	25	Umea	1.027533617	0.555268094	1320.610333
2011	Ekebo	3	98	5.5	304	9	12	Umea	1.063371275	0.564153422	1545.15449
2011	Ekebo	4	98	5.5	472	21	13	Umea	1.027248951	0.575230726	1173.748394
2011	Ekebo	1	99	5.5	33	1	5	Umea	0.866567457	0.694910148	1016.263058
2011	Ekebo	2	99	6	190	6	24	Umea	0.893259562	0.732117287	1370.509735
2011	Ekebo	3	99	5.5	312	12	13	Umea	0.913930696	0.686003581	1233.915085
2011	Ekebo	4	99	5.5	440	21	9	Umea	0.888442089	0.661502978	1231.431776
2011	Ekebo	1	100	5.5	44	4	6	Umea	0.967487039	0.706107613	1565.046181
2011	Ekebo	2	100	5.5	188	4	24	Umea	1.000920532	0.627491429	1416.110616
2011	Ekebo	4	100	5.5	461	18	12	Umea	1.01171026	0.68107431	1227.338096
2011	Ekebo	1	102	5.5	76	4	10	Arjeplog	0.965501974	0.632267402	1067.725559
2011	Ekebo	2	102	5.5	158	6	20	Arjeplog	0.983610936	0.561930193	1021.856808
2011	Ekebo	3	102	5.5	300	10	11	Arjeplog	0.994399394	0.503667637	653.066381
2011	Ekebo	1	103	5.5	53	5	7	Arjeplog	0.866261306	0.810340283	940.0903633
2011	Ekebo	2	103	5	140	4	18	Arjeplog	0.989672262	0.577969982	1352.685368
2011	Ekebo	3	103	5	322	12	15	Arjeplog	0.950695065	0.640064921	1365.291002
2011	Ekebo	4	103	5.5	379	16	2	Arjeplog	0.97046737	0.612338154	1583.106903
2011	Ekebo	1	104	5.5	39	7	5	Arjeplog	0.973249825	0.575230726	981.7645889
2011	Ekebo	1	105	5.5	94	6	12	Arjeplog	0.885362261	0.861472502	1144.125155
2011	Ekebo	2	105	5.5	135	7	17	Arjeplog	0.87584067	0.843798044	1005.759414
2011	Ekebo	3	105	5	314	9	14	Arjeplog	0.852584648	0.917213963	1309.599311
2011	Ekebo	4	105	5	491	16	16	Arjeplog	0.887740339	0.927092056	1112.648886
2011	Ekebo	1	106	4.5	64	8	8	Arjeplog	0.949046913	0.694241109	874.273197
2011	Ekebo	2	106	5.5	145	1	19	Arjeplog	0.920423136	0.670124409	1007.190153
2011	Ekebo	3	106	5.5	334	9	18	Arjeplog	0.945555832	0.694809265	1100.88783
2011	Ekebo	4	106	2	390	19	3	Arjeplog	1.0008091	0.561374072	1077.233358
2011	Ekebo	3	107	5	256	11	2	Arjeplog	0.992481115	0.620057929	1096.185928
2011	Ekebo	4	107	4	495	20	16	Arjeplog	0.881352905	0.70092531	991.5969836
2011	Ekebo	2	108	5.5	151	7	19	Arjeplog	0.902007261	0.5216029	572.4218378
2011	Ekebo	4	108	5.5	393	14	4	Arjeplog	0.933393753	0.640064921	1002.41892
2011	Ekebo	1	109	5	96	8	12	Arjeplog	0.925539522	0.66828031	745.3648328
2011	Ekebo	3	109	2.5	288	13	8	Arjeplog	0.954341273	0.745624511	753.2055371
2011	Ekebo	2	110	5.5	224	8	28	Arjeplog	0.863273728	0.754207685	1128.311387
2011	Ekebo	3	110	5.5	332	12	17	Arjeplog	0.891280804	0.680114883	1207.660701
2011	Ekebo	1	111	5	87	7	11	Lulea	0.839885207	0.748966428	1071.207865
2011	Ekebo	2	111	5.5	202	2	26	Lulea	0.793962794	0.744432581	886.0500105
2011	Ekebo	3	111	5.5	318	13	14	Lulea	0.874936621	0.737115095	966.5212262
2011	Ekebo	4	111	5	383	20	2	Lulea	1.043728862	0.375997775	322.9563418
2011	Ekebo	1	112	5.5	62	6	8	Lulea	0.92838365	0.769543027	1194.472056
2011	Ekebo	2	112	5.5	131	3	17	Lulea	0.941464815	0.740454334	1581.272783
2011	Ekebo	3	112	5	340	10	19	Lulea	0.92884768	0.753162352	1273.232057
2011	Ekebo	4	112	5.5	415	20	6	Lulea	1.000720913	0.640064921	1076.183939
2011	Ekebo	1	113	5.5	49	1	7	Lulea	0.896909035	0.761178969	1186.127127
2011	Ekebo	2	113	5	220	4	28	Lulea	0.878904689	0.896399418	1310.084628
2011	Ekebo	3	113	5	344	9	20	Lulea	0.938905253	0.715953731	1214.130543
2011	Ekebo	4	113	5.5	381	18	2	Lulea	0.973661748	0.734990843	1316.86646
2011	Ekebo	1	114	5.5	90	2	12	Lulea	0.819447843	0.834807735	1073.867654
2011	Ekebo	3	114	4.5	252	12	1	Lulea	0.85677454	0.73194224	716.9895508
2011	Ekebo	4	114	6	406	19	5	Lulea	0.915912234	0.748208074	794.9995164
2011	Ekebo	1	115	5	85	5	11	Lulea	0.900675037	0.666489957	1790.970655
2011	Ekebo	2	115	5.5	208	8	26	Lulea	0.954166475	0.566932771	924.2009617
2011	Ekebo	3	115	5.5	346	11	20	Lulea	0.921464207	0.644895652	1282.178906
2011	Ekebo	4	115	5	457	14	12	Lulea	0.946247778	0.666489957	1076.23121
2011	Ekebo	1	116	5	5	5	1	Lulea	0.934571006	0.714512544	1023.798075
2011	Ekebo	2	116	5	227	3	29	Lulea	0.901814252	0.865770312	1055.413005
2011	Ekebo	3	116	5.5	284	9	8	Lulea	0.916043028	0.93550648300000006	1220.14343
2011	Ekebo	4	116	5.5	463	20	12	Lulea	0.917606419	0.831520044	1069.767671
2008	Sävar	3	1	6	279	3	28	Simlang	0.867297515	0.664158964	863.2275102
2008	Sävar	2	1	5	124	1	14	Simlang	0.862883526	0.858737204	1216.954205
2008	Sävar	1	1	5	40	4	10	Simlang	0.780391272	0.73194224	918.5095179
2008	Sävar	4	2	4	467	15	18	Simlang	0.944240652	0.640064921	913.4357502
2008	Sävar	3	2	5	288	4	27	Simlang	0.962035405	0.508345843	901.6809966
2008	Sävar	2	2	5.5	136	2	15	Simlang	0.952712518	0.552265191	887.1277922
2008	Sävar	1	2	5.5	49	5	9	Simlang	0.983118795	0.472617527	652.8615394
2008	Sävar	4	3	4	445	13	18	Simlang	0.868865534	0.673648886	1062.207442
2008	Sävar	3	3	3	319	7	28	Simlang	0.854658644	0.532566206	1053.452829
2008	Sävar	2	3	5.5	67	1	18	Simlang	0.848926858	0.603498846	721.2849205
2008	Sävar	1	3	6.5	128	7	7	Simlang	0.884314239	0.52831098	562.5169609
2008	Sävar	4	4	5.5	489	17	18	Simlang	0.958726637	0.487711236	936.8916837
2008	Sävar	3	4	5.5	301	5	30	Simlang	0.870219109	0.416171178	672.3593038
2008	Sävar	2	4	5.5	184	6	19	Simlang	0.910443491	0.49562904	541.7208163
2008	Sävar	1	4	5.5	47	5	7	Simlang	0.930089947	0.496989612	625.9800251
2008	Sävar	4	5	3	443	13	16	Simlang	0.996003304	0.476341696	1100.389907
2008	Sävar	2	5	4	204	8	17	Simlang	0.975112781	0.396951413	549.479584
2008	Sävar	1	5	5.5	29	3	9	Simlang	0.972389843	0.532566206	1000.105787
2008	Sävar	2	6	5.5	152	3	20	Simlang	1.014352722	0.472916578	863.0289715
2008	Sävar	1	6	5.5	9	1	9	Simlang	1.03483982	0.452554673	662.3535818
2008	Sävar	4	7	5	439	13	12	Simlang	1.055567937	0.336824443	612.7346551
2008	Sävar	3	7	5	348	10	27	Simlang	1.031312928	0.427529756	989.3720892
2008	Sävar	2	7	4.5	248	12	17	Simlang	1.032424596	0.416171178	483.0226818
2008	Sävar	1	7	5.5	69	7	9	Simlang	1.036072687	0.472916578	725.3218748
2008	Sävar	3	9	5.5	370	12	29	Simlang	0.831561582	0.59795628	623.4368384
2008	Sävar	2	9	5.5	118	1	20	Simlang	0.821850166	0.697265822	855.7145524
2008	Sävar	1	9	5	130	12	8	Simlang	0.825376905	0.781903604	630.8993737
2008	Sävar	4	10	4	465	15	16	Simlang	1.014734064	0.609017451	1535.876744
2008	Sävar	2	10	5	297	7	18	Simlang	1.005461145	0.4048126	1299.048396
2008	Sävar	1	10	5.5	14	2	4	Simlang	1.050098461	0.520456025	1302.155685
